filepath,label,split,aug_type,mic_type,experiment,mel_path,group,orig_filepath,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original,is_original,orig_experiment,duration_s,rms,rms_db,peak,zcr,mel_total_energy,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_entropy_mean,spectral_contrast_mean,mfcc_0_mean,mfcc_1_mean,chroma_mean_first,chroma_mean,chroma_std,tonnetz_0_mean,harmonic_percussive_ratio,tempo,onset_rate,crest_factor,wavelet_total_energy
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_302.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_302_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0038370033726096,-48.32015615502502,0.291717529296875,0.2418337487731977,0.1500194668769836,6440.607497870268,1915.3897062910917,10643.88843348501,3575.419578615244,0.010796065442264,0.0174755230545997,4409.708149797667,1180.5205401841629,9.522023,21.64315988383685,-629.623779296875,1.7707337141036987,0.2465739101171493,0.2893928587436676,0.3173422515392303,-0.0018521457434231,0.17112358,120.18531976744184,2.337890625,44.449406,30.875246047973636
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_379.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_379_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,18.575963718820866,0.049990389496088,-26.02226957190084,0.999969482421875,0.1928951875780762,18.24673843383789,6177.720040192107,486.2685531390428,11668.507872277092,606.0964050583063,0.1190708801150322,0.0279647465795278,5277.06333895216,188.56664386164684,9.472456,13.01875859922336,-128.4071044921875,60.57319641113281,0.3084496557712555,0.4199946522712707,0.2563537061214447,-0.0196273241903184,1.9127246,123.046875,8.074951171875,19.686058,2113.902587890625
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_263.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_263_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0021381783299148,-53.399121119177,0.155029296875,0.2697657941580613,0.0431177765130996,6870.7884535877965,2159.3976054187724,11192.875778127082,3480.8331062982656,0.0121837491169571,0.01769152097404,4460.519142502987,1102.5680684169415,9.60404,21.169431791950235,-680.8764038085938,-5.016664505004883,0.2649756968021393,0.3097129166126251,0.3166204392910003,0.0010264545801972,0.14005616,123.046875,3.215625,49.060314,7.669436931610107
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_107.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_107_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0880907252430915,-21.101396279965723,0.999969482421875,0.144815890968521,72.95470428466797,5825.822219736537,553.3434582507086,12533.61535018321,949.0719503337124,0.0831321775913238,0.0328996144235134,5845.586638852041,317.47608479699505,9.295247,12.945356393287376,-87.03227233886719,78.57195281982422,0.3308601677417755,0.4413279592990875,0.269288033246994,-0.0067093284765606,2.3613698,129.19921875,9.474609375,11.161735,6164.2412109375
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_336.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_336_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0036944900639355,-48.64890970704253,0.23101806640625,0.2277342448784144,0.1605751365423202,6210.14863660021,2206.096113613397,10654.014901523984,3716.663518173663,0.0116979787126183,0.0174563601613044,4571.274224722749,1135.3952025899562,9.589886,21.071529739068996,-623.4713134765625,17.030977249145508,0.2967772483825683,0.3207835257053375,0.3201381862163543,-0.0093927237481273,0.1158433,129.19921875,3.962109375,36.43179,30.88172912597656
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_328.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_328_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0052388166077435,-45.61533592189086,0.438934326171875,0.2553821540847768,0.3113831877708435,6634.479853151343,1967.6601438281384,11038.671647287223,3419.1136505914733,0.0092448601499199,0.0140824569389224,4390.440068260824,1126.2295895310735,9.567497,22.272058299457804,-600.0447998046875,-2.560127258300781,0.2348089963197708,0.2933675348758697,0.3176129758358001,-0.0007067790082121,0.07217183,114.84375,8.153906249999999,44.464714,74.85313415527344
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_516.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_516_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0505320206284523,-25.92866668765217,0.999969482421875,0.2157757458569287,18.43873786926269,6535.234365328901,515.5529762676421,12137.022811615174,723.9334829630764,0.1363352239131927,0.0381000153720378,5317.272445560318,161.93435799087555,9.512875,12.934396575120612,-128.1781768798828,55.59705352783203,0.3386455774307251,0.518500566482544,0.2527088820934295,-0.0170374259171171,1.7261122,123.046875,9.8765625,19.536194,2012.152587890625
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_511.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_511_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0549190044403076,-25.20554686736897,0.999969482421875,0.2245134103306129,19.77455711364746,6613.656687096307,427.6134773883039,12098.71924576324,616.1447437693712,0.1428645998239517,0.0327577851712703,5283.906040748219,165.69488978510208,9.53691,13.019912506431734,-119.159912109375,51.69217300415039,0.3700816929340362,0.5111172795295715,0.2570406794548034,-0.0316729431455221,1.661736,126.04801829268293,9.130078125,17.991505,2372.576171875
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_547.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_547_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0036303182132542,-48.80110587046786,0.290374755859375,0.2722706346810459,0.1289418041706085,6893.976666605498,1957.406779555648,11310.483505787808,3102.8405594334067,0.0097694108262658,0.0177900977432727,4422.091995113582,968.3499262583168,9.579237,21.600934880133945,-624.0587158203125,2.366711139678955,0.2358036488294601,0.2955979704856872,0.3188368082046509,-0.0021019712635801,0.14232256,112.34714673913044,5.455078124999999,52.256172,23.71406555175781
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_361.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_361_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0595375597476959,-24.50417937846752,0.999969482421875,0.1972070702864757,24.72176170349121,6256.343267505687,431.5494542833073,11770.126296010993,548.8220389860312,0.1242215484380722,0.0265958551317453,5268.717055908718,194.9043194407367,9.489977,13.199514753339171,-111.35211181640624,57.39781951904297,0.2989025712013244,0.4107206761837005,0.250441700220108,-0.0241190947787108,1.7677954,123.046875,11.94375,16.502531,2820.460205078125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_184.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_184_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0236417148262262,-32.52642047461117,0.999969482421875,0.1544227676340772,4.831290245056152,6020.226273099972,484.3283766625334,12700.874254403314,904.374772816926,0.092847466468811,0.0327350758016109,5834.914441029969,355.9248059759531,9.366468,12.979593831407852,-212.925048828125,73.9925308227539,0.3370297849178314,0.4231063425540924,0.2669465839862823,-0.0052572225464104,1.9041976,126.04801829268293,7.407421874999999,41.624737,443.281982421875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_162.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_162_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0831677094101905,-21.60090518177459,0.999969482421875,0.1585372121710526,59.3873405456543,6054.465859610074,460.3173191737751,12737.843651107594,927.3850828860512,0.0953384116291999,0.0301853697746992,5823.129337238917,345.259605381566,9.374063,12.964699607977666,-88.27434539794922,72.3731689453125,0.4551538527011871,0.4772011935710907,0.263060063123703,0.001777982338741,2.088175,123.046875,11.426953125,11.849636,5469.5458984375
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_270.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_270_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0041185775771737,-47.70505477449808,0.295806884765625,0.2592838498292805,0.2982410192489624,6708.8323910502,2329.532503168755,11008.100524129746,3662.874197111375,0.0088826408609747,0.0133310910314321,4389.380210905507,1103.8889291520493,9.576086,21.992014814708728,-603.20654296875,1.2692811489105225,0.2449232190847396,0.2962742745876312,0.3159773051738739,0.0065512018224943,0.2815496,135.99917763157896,6.373828124999999,40.99712,39.98284530639648
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_478.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_478_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0830708518624305,-21.6110267090328,0.999969482421875,0.192343125416389,53.6165771484375,6096.503099454668,485.6506295902655,11653.422360353514,593.3856599349241,0.1128044426441192,0.0278290007263422,5239.505689491513,174.7469859382934,9.443722,12.979903004266063,-79.7848129272461,63.33769607543945,0.4586128294467926,0.5543519258499146,0.2519426643848419,-0.0128936134265255,1.8699219,126.04801829268293,11.886328125,11.878063,5443.20849609375
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_151.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_151_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0029192634392529,-50.69453393801312,0.30487060546875,0.2459473632161892,0.0876824036240577,6755.072636595089,2306.703615988988,11739.770361425715,4309.245218094386,0.010238379240036,0.0174630917608737,4750.332525475428,1722.45050101868,9.608054,21.15691013230749,-675.374267578125,14.249938011169434,0.3072435855865478,0.3010051548480987,0.3165884613990783,-0.0005776949128042,0.13009591,114.84375,4.421484375,63.859337,17.505592346191406
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_170.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_170_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0587581023573875,-24.618644756475756,0.999969482421875,0.1559049618576017,28.974315643310547,5925.199612740283,463.5892371203505,12315.424459649355,885.0863274947394,0.089144080877304,0.0317508466541767,5725.449561026862,384.75524037814,9.365587,12.85383715278258,-125.14948272705078,72.6281509399414,0.3902961611747741,0.4535063803195953,0.2681293785572052,-0.0029512169716904,1.931108,123.046875,11.3203125,16.727606,2561.594482421875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_215.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_215_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0699712112545967,-23.10161214872214,0.999969482421875,0.1710078738401142,40.175071716308594,6244.471052007114,438.2733944283356,12895.821901766596,724.6565185920706,0.109020859003067,0.0313795618712902,5806.923841675148,293.4796659999434,9.425264,12.760575767885122,-101.39685821533205,69.0699234008789,0.3696963787078857,0.486954391002655,0.2616917192935943,-0.0141519090875083,1.7939798,120.18531976744184,9.474609375,14.118095,3597.737548828125
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_041.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_041_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.00264931214042,-51.53733707942959,0.370208740234375,0.2601146761533977,0.0909193903207779,6918.778751035795,2439.889486374281,12005.370443142072,4337.103793513685,0.0119318533688783,0.0186802949756383,4793.957559503617,1588.1155149360145,9.519991,20.8357796710768,-642.9801635742188,11.92953872680664,0.2769189476966858,0.3072778582572937,0.3181526958942413,0.0012631241738631,0.08954797,114.84375,7.637109375,82.4537,15.482948303222656
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_099.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_099_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0057739750482141,-44.77050179399224,0.381866455078125,0.2485293007786475,0.4533890187740326,6627.793341677854,2433.837307635529,11186.219278293638,4085.1973174436575,0.0058219181373715,0.0101076969876885,4505.464479424161,1598.7847586812688,9.445031,22.008176979433568,-597.3382568359375,16.989561080932617,0.2679527401924133,0.2984910905361175,0.3137304186820984,0.0025595900264334,0.146028,112.34714673913044,5.340234375,35.33313,89.70685577392578
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_437.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_437_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.1237364411354065,-18.150047576252607,0.999969482421875,0.1951934387491672,117.57272338867188,6129.501331906458,470.5576555865686,11579.641371897902,583.8023433599711,0.1142642050981521,0.0251350346952676,5209.479385490734,183.23733028488843,9.448102,12.924892684907377,-41.20377349853516,61.92607879638672,0.3889239728450775,0.5242934823036194,0.253720074892044,-0.0034628045917787,1.8453305,129.19921875,11.2546875,7.9382567,12187.0263671875
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_408.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_408_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.005162657238543,-45.74253398915239,0.2822265625,0.2752651565845824,0.4805505573749542,6821.008275456234,1967.9050822924432,11005.080634368309,2957.968726280093,0.0080358432605862,0.0148864397779107,4239.61211348138,1013.8557616594168,9.538298,22.348896962970244,-565.69140625,1.5507616996765137,0.2272208780050277,0.2997092008590698,0.3238044083118438,0.012369472603903,0.14998256,143.5546875,6.15234375,30.81792,60.116336822509766
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_426.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_426_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0067510958760976,-43.41251435750005,0.37103271484375,0.2644051101349101,1.062100887298584,6745.261898124339,2374.702634040246,10968.835782655313,3836.420863486062,0.0077363862656056,0.012673333287239,4353.579056945926,1183.8668300343288,9.493219,21.689105071500503,-572.1719360351562,8.427604675292969,0.2530202865600586,0.3035950660705566,0.3190255165100097,-0.0066342181700453,0.17918217,139.6748310810811,6.77578125,26.440279,151.23635864257812
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_289.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_289_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.003051928943023,-50.308511357867125,0.353759765625,0.2539953832861426,0.4037795662879944,6545.976588593462,1947.993013843047,10875.128332413808,3388.335523562056,0.0104025900363922,0.0160778351128101,4441.556425698823,1137.1979742757214,9.504913,21.106507862149797,-556.746826171875,7.391705513000488,0.2297549098730087,0.2967631220817566,0.31873419880867,0.0062823968885904,0.047909565,120.18531976744184,7.177734374999999,51.45401,36.30345916748047
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_398.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_398_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.1110885366797447,-19.08661507143539,0.999969482421875,0.1810667888074617,94.6238021850586,5860.487810139719,572.3220931399645,11264.131887335529,715.2339356173159,0.1025926247239112,0.0296178590506315,5157.523153733862,200.32187180972656,9.404322,13.256258500112985,-52.42817306518555,65.94075012207031,0.522856593132019,0.5105048418045044,0.2628823518753052,-0.0031006286926984,2.0565083,123.046875,11.426953125,8.820275,9872.185546875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_111.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_111_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0409519560635089,-27.75450696684929,0.999969482421875,0.148505813832445,15.36601734161377,5943.196467962342,508.2357204748191,12555.72238950075,1039.853925891715,0.0866768211126327,0.0316249467432498,5836.167862087108,379.33344567041246,9.33913,12.850528962759418,-162.7411651611328,75.03715515136719,0.3178651034832001,0.410918653011322,0.2726163864135742,-0.0057271735034024,2.1275525,126.04801829268293,10.623046874999998,23.973932,1336.354736328125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_049.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_049_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0681920871138572,-23.32532033054475,0.999969482421875,0.1464284227181878,40.91034698486328,5967.68935201571,501.8108853377992,12796.805319890906,891.5886536141809,0.0873381569981575,0.0355850830674171,5881.275717917834,333.28878226481464,9.341103,13.05030016844274,-112.29963684082033,74.40899658203125,0.24583700299263,0.3870584070682525,0.2711784243583679,-0.0156874919452855,2.256105,120.18531976744184,8.61328125,14.454023,3675.997314453125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_237.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_237_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0596217811107635,-24.491901069774457,0.999969482421875,0.1653207757328447,30.40662384033203,6259.487571495782,415.5193570272219,13036.252817132328,758.3912478027961,0.1045714169740676,0.0325347632169723,5882.6143853296,308.2020387681693,9.408051,12.788442911646584,-119.98788452148438,70.01643371582031,0.3331395089626312,0.4535501897335052,0.2644851207733154,-0.0066530984903,1.9619429,129.19921875,10.565625,16.586748,2791.598388671875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_148.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_148_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0776465684175491,-22.19755465107754,0.999969482421875,0.1571439352931379,53.47383880615234,6042.119531153171,460.0480515206704,12820.476062833111,946.6474786846004,0.0974048599600792,0.0310699343681335,5880.092698412388,348.3852100180836,9.378334,12.788151533291936,-93.08655548095705,75.38191223144531,0.3689936995506286,0.4912147223949432,0.2632121741771698,-0.0033348325243963,1.7781073,123.046875,11.13984375,12.716432,4749.1396484375
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_374.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_374_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0760077387094497,-22.38284374619028,0.999969482421875,0.1938958012366755,41.95921325683594,6074.987110663942,488.0030971015386,11474.155933804546,634.8682634936105,0.1181159988045692,0.029033999890089,5205.792531634426,180.7610895991383,9.457614,12.963408088491772,-86.08984375,61.46618270874024,0.4956314265727997,0.5021932125091553,0.2496029287576675,-0.0038105538455993,1.8624101,126.04801829268293,9.359765625,12.945546,4582.61376953125
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_243.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_243_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0606186650693416,-24.347872621648293,0.999969482421875,0.1712692840189873,30.719486236572266,6364.4473895370775,425.2493235885808,13088.213684366672,709.7855413359971,0.1082619428634643,0.0321211032569408,5871.706201640285,294.62116678055884,9.425974,12.922715764774948,-118.0356674194336,67.50013732910156,0.2821085453033447,0.4239474534988403,0.2645589113235473,-0.0124199338396756,2.03461,120.18531976744184,8.728124999999999,16.366331,2867.199462890625
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_247.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_247_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0699954032897949,-23.098609584856064,0.999969482421875,0.1624512694661892,42.19417953491211,6182.080613571418,445.50031883893007,12784.58260898984,783.2702401207704,0.0986815094947815,0.0313359685242176,5779.889908090824,320.14189106338097,9.392568,13.010339450415971,-106.45763397216795,69.39156341552734,0.3979052603244781,0.4400592446327209,0.2686289548873901,0.0033349545939494,2.1441512,129.19921875,10.967578125,14.122107,3850.893310546875
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_452.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_452_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,18.575963718820866,0.0722004994750022,-22.82919594835343,0.999969482421875,0.1898267318277638,39.2761344909668,6019.000448104653,511.3261495270736,11488.22613918059,665.4824356524069,0.11240104585886,0.0246117059141397,5220.764296897356,220.42640862989967,9.453106,12.899665092548124,-93.24178314208984,64.37567138671875,0.4183569252490997,0.5184335112571716,0.2630428373813629,-0.0089463535861548,1.451543,129.19921875,9.366943359375,13.386553,4571.2900390625
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_193.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_193_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0049427039921283,-46.1207077786564,0.458404541015625,0.2600518924883411,0.2477867305278778,6680.946507556746,2572.430830920704,11424.433027721105,4532.619456075906,0.0087061105296015,0.0152259403839707,4623.100318001059,1521.1936294204268,9.573324,21.53949350790188,-616.2015380859375,5.200718879699707,0.2471022605895996,0.2989783585071563,0.3135993778705597,0.0002580750178037,0.07421572,139.6748310810811,7.92421875,52.493275,58.56731033325195
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_317.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_317_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0552804730832576,-25.1485649639079,0.999969482421875,0.2106808351723851,20.010114669799805,6270.155441683722,445.1886024783393,11644.513553464358,543.7430330329531,0.1284464299678802,0.0287463665008544,5181.447769140994,188.82043925683269,9.501916,12.891025803589718,-116.78742218017578,57.24471282958984,0.4345555901527405,0.5530192255973816,0.2403059303760528,0.0034642711139272,1.4154074,120.18531976744184,11.484374999999998,17.837494,2413.69775390625
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_387.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_387_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.057505577802658,-24.80580055495341,0.999969482421875,0.1859076370961025,25.45578384399414,6011.881599978708,601.4997212431538,11486.708600516322,740.423671050336,0.1100769117474556,0.0350495912134647,5197.928978091407,190.40279761759408,9.437516,13.20120178635776,-116.982177734375,62.83060836791992,0.5525296926498413,0.48076993227005,0.2734479010105133,-0.0035061308243066,2.1508238,123.046875,10.967578125,17.093449,2628.634033203125
