filepath,label,split,aug_type,mic_type,experiment,mel_path,group,orig_filepath,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original,is_original,orig_experiment,duration_s,rms,rms_db,peak,zcr,mel_total_energy,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_entropy_mean,spectral_contrast_mean,mfcc_0_mean,mfcc_1_mean,chroma_mean_first,chroma_mean,chroma_std,tonnetz_0_mean,harmonic_percussive_ratio,tempo,onset_rate,crest_factor,wavelet_total_energy,filepath_clean
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_391.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_391_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0031601074151694,-50.0059628257933,0.331634521484375,0.25319944459314775,0.3401971161365509,6705.564825790718,2198.074931779863,10982.317840772215,3870.397060596552,0.0121105257421731,0.0194470230489969,4479.793964436244,1174.9966743918617,9.536323547363281,20.890294943965895,-574.7443237304688,3.6790714263916016,0.2475820481777191,0.2899602949619293,0.3011753559112549,-0.0091045746381139,0.056698717176914215,114.84375,5.4140625,59.50267028808594,29.570959091186523,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_391.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_201.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_201_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.05094014108181,-25.85879711426548,0.999969482421875,0.22892843573034644,22.79241943359375,7107.672879884587,461.7465332936145,12751.271418012991,708.4306710079251,0.0956847444176673,0.032043308019638,5829.909789291117,309.6780433031219,9.407090187072754,13.218847620047288,-136.72853088378906,73.84326934814453,0.3259176313877105,0.4464274644851684,0.16034244000911713,-0.0120400541286615,1.1934117078781128,126.04801829268293,8.785546875,17.504798889160156,2071.19482421875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_201.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_442.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_442_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0049071004614233,-46.1835008382469,0.2161865234375,0.2722764901523984,0.21803018450737,6942.376588257356,2204.658976653589,11357.566765385576,3463.429855588258,0.0082182101905345,0.0149216894060373,4487.793319136317,1088.3021705963083,9.508354187011719,22.18845651096594,-599.0045776367188,6.352468013763428,0.262027382850647,0.3021813929080963,0.293481707572937,-0.0051248358703514,0.09110632538795471,120.18531976744184,3.675,33.893001556396484,43.69622802734375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_442.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_395.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_395_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0763221308588981,-22.34699024753343,0.999969482421875,0.2279557768779147,40.863277435302734,6677.29675729068,376.9102855593175,11567.69123318829,540.1836574853419,0.1199404224753379,0.0232768282294273,5208.743065476838,194.4395051165345,9.469295501708984,13.340288842718406,-86.66324615478516,59.55550384521485,0.3897924721240997,0.5228385329246521,0.16099490225315094,0.010540655760773,0.9803109169006348,126.04801829268293,9.99140625,20.66088104248047,4601.634765625,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_395.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_307.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_307_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0034675623755902,-49.199514108714894,0.2159423828125,0.24856866255829446,0.0994101837277412,6551.516154612892,2139.318047949339,10708.84494972102,3762.348772389501,0.0113833416253328,0.0178995355963706,4422.000617970908,1130.1326275082724,9.635605812072754,21.20718429024013,-640.6013793945312,3.382380723953247,0.2695498466491699,0.3008575737476349,0.30070072412490845,0.0067758714780433,0.11101580411195755,120.18531976744184,4.134375,40.835044860839844,21.32537841796875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_307.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_582.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_582_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0027010242920368,-51.36942987656796,0.302703857421875,0.2619562218937375,0.0905633494257927,6791.1055053450955,1971.0766750728733,11177.18135826116,3290.277867258183,0.009657802991569,0.0161036029458045,4486.423215229083,1023.1898601361172,9.537139892578125,21.72431983438049,-622.6688842773438,6.70909309387207,0.2409691512584686,0.2963280975818634,0.29551979899406433,-0.0033893203558034,0.05188190937042236,129.19921875,5.62734375,87.86280059814453,17.037002563476562,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_582.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_395.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_395_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0037468713708221,-48.52662408565575,0.24139404296875,0.26622095686209196,0.1586159020662307,6722.722663697638,2143.366402318228,11003.63894773276,3331.8017925236345,0.0092145577073097,0.0151558965444564,4385.224261544872,1105.6855768729706,9.514957427978516,21.895672626804632,-629.48779296875,10.573650360107422,0.2565075159072876,0.3076056540012359,0.2942131459712982,0.0052166883713796,0.11395349353551865,126.04801829268293,4.076953124999999,44.929542541503906,33.619483947753906,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_395.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_313.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_313_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0574670433998107,-24.81162290776838,0.999969482421875,0.24064523390656228,21.626934051513672,6881.1297620141095,457.1213633867012,11789.521959318789,605.6169432399984,0.1322104185819625,0.0313133522868156,5226.268249361471,166.76745570672634,9.5455322265625,13.139237476855657,-111.85855102539062,56.50714111328125,0.3848338723182678,0.4981034100055694,0.14495788514614105,-0.0076909812782307,1.4060375690460205,126.04801829268293,8.785546875,24.33281707763672,2588.7548828125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_313.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_338.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_338_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0740909427404403,-22.604697571811585,0.999969482421875,0.2178033654646902,37.17229843139648,6449.5595140511705,477.04282317778063,11466.609987872667,547.0839723700487,0.1223151460289955,0.0271394103765487,5149.291040596995,184.64478552110648,9.471383094787598,13.201808340846144,-86.9517593383789,60.37384414672852,0.5174640417098999,0.561414361000061,0.15848761796951294,-0.0027721840759887,0.8252140283584595,114.84375,11.59921875,16.811214447021484,4364.669921875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_338.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_546.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_546_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0318629182875156,-29.93428897650523,0.999969482421875,0.2381280318329447,9.580399513244627,6862.663263085124,419.03546045857,11792.93628466439,474.3441487137205,0.1178896576166153,0.0262540411204099,5236.609016291458,170.98553320160732,9.49694538116455,13.05618702578681,-178.4793243408203,58.51820755004883,0.362479418516159,0.5263891220092773,0.1507231444120407,-0.0077981497175124,0.2683757543563843,129.19921875,7.00546875,51.94403076171875,910.7239990234376,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_546.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_577.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_577_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0855373740196228,-21.356881722421708,0.999969482421875,0.20393760930213192,58.950801849365234,6423.307639382333,424.4426534701838,11647.081470425966,474.36310553557615,0.1096758246421814,0.0291609466075897,5217.576517639754,169.45017374079322,9.407491683959961,13.39456890540985,-80.26778411865234,62.46376419067383,0.3846300542354584,0.5017744898796082,0.1708720326423645,-0.0172591454802178,1.0399742126464844,129.19921875,12.116015625,29.966705322265625,5810.92822265625,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_577.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_027.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_027_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0053002252243459,-45.5141133436824,0.5770263671875,0.2593111753622585,0.3720232546329498,6948.809858995692,2408.277712519856,11622.90862081529,4397.122888981948,0.0064416830427944,0.0121779534965753,4653.751113171091,1738.311583858159,9.428668022155762,22.130796497776927,-589.52880859375,11.071372032165527,0.2513177990913391,0.2880613207817077,0.29871201515197754,-0.0037779572717464,0.018627649173140526,123.046875,6.2015625,75.41676330566406,73.13285827636719,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_027.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_167.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_167_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0768924430012703,-22.28232680102857,0.999969482421875,0.21472761648484343,52.259727478027344,7039.900262698521,455.9662784329057,12860.472445453031,726.3209114718142,0.0936843305826187,0.033891387283802,5915.794997855843,289.9250572061745,9.315881729125977,13.518374525523678,-97.5521011352539,74.082275390625,0.3078643679618835,0.4347281157970428,0.18646539747714996,-0.0599416885531184,2.4674954414367676,126.04801829268293,10.278515625,16.48927879333496,4610.53955078125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_167.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_515.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_515_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0028620630037039,-50.8664159000763,0.195404052734375,0.26921444225107066,0.1008958294987678,7044.716347051489,2072.596053699091,11771.192347263115,3536.500138596695,0.0125926779583096,0.0212853215634822,4635.920313513534,1139.1100667458802,9.651660919189453,21.315924397475445,-636.7567138671875,1.486714243888855,0.2543663084506988,0.3036388456821441,0.29152122139930725,0.0036719534055393,0.3163067698478699,120.18531976744184,3.0146484375,46.40240478515625,13.00393295288086,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_515.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_159.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_159_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0230715479701757,-32.73846527838733,0.999969482421875,0.2307550174883411,4.622381687164307,7175.587946597756,473.69235095054887,12981.73837884119,790.7900411705987,0.0956109389662742,0.0345164127647876,5913.801260954756,309.25322288385087,9.39745807647705,13.142481584009948,-215.2025756835937,72.84524536132812,0.3415420949459076,0.4439955949783325,0.16893675923347473,-0.0055311063930471,2.0723414421081543,129.19921875,8.61328125,43.44590377807617,417.0291748046875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_159.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_366.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_366_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0633427873253822,-23.966056584730143,0.999969482421875,0.22839558783727515,29.33446884155273,6713.204641888759,484.44969925785097,11577.876825605848,595.4015546001126,0.119607962667942,0.0282683782279491,5252.741078050558,180.1822298709689,9.486016273498535,13.10235458724907,-103.7184829711914,61.83953475952149,0.4268380105495453,0.501718282699585,0.14931419491767883,0.0089695933918978,1.4211182594299316,117.45383522727272,9.8765625,16.930130004882812,3164.90380859375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_366.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_255.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_255_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0566202774643898,-24.94056011927441,0.999969482421875,0.23684731012658228,21.357545852661133,6913.782118630198,498.7380586331413,11914.532173863256,670.5434492489816,0.1235647350549697,0.0332336723804473,5276.277861991055,177.70153389088154,9.530695915222168,13.240197116459331,-117.08511352539062,56.16617965698242,0.3443623781204223,0.4370677173137665,0.1528375744819641,-0.0043702873580155,1.6818509101867676,120.18531976744184,10.048828124999998,19.510347366333008,2501.927978515625,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_255.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_002.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_002_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0030803240370005,-50.22807162126437,0.196136474609375,0.26932596973144185,0.1217235848307609,7217.3437307152035,2393.584084031904,12536.504826351713,4516.183185062314,0.0128951426595449,0.0209712013602256,5016.730373142978,1715.412376242119,9.597390174865723,20.73154123119353,-655.9661254882812,15.799124717712402,0.2724820375442505,0.3121093511581421,0.2889597415924072,-0.0131256809757362,0.0743873342871666,114.84375,3.8759765625,38.52439498901367,23.48893547058105,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_002.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_183.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_183_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.004641072358936,-46.66763302174891,0.2330322265625,0.2893172130038308,0.230818822979927,7555.753020155507,2325.9632232624176,12566.022749156811,4021.792929809156,0.0094079077243804,0.0154079860076308,4777.420782124396,1688.6683711116875,9.620729446411133,21.953594583211306,-619.2893676757812,1.3863245248794556,0.2703950405120849,0.2974552810192108,0.29004546999931335,0.007853217050154,0.12204854935407639,112.34714673913044,6.833203125,29.98000144958496,41.78042602539063,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_183.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_515.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_515_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0688686296343803,-23.23957116001702,0.999969482421875,0.2511919499464668,33.871856689453125,7077.4574872793855,487.8149468223284,12031.03555356665,655.5415615006993,0.1364169716835022,0.0374624617397785,5279.907998447754,154.36653888844432,9.542067527770996,13.009422293479826,-96.8174285888672,55.46404266357422,0.40969318151474,0.5139070749282837,0.15268108248710632,-0.0117598177614029,1.5177059173583984,123.046875,11.3818359375,19.84583282470703,3472.850830078125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_515.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_213.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_213_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0148760164156556,-36.550266963004894,0.999969482421875,0.23076116111259815,3.42215347290039,7110.781707029452,532.1651314481219,12798.668884669432,862.7410365949426,0.1061229929327964,0.0365716814994812,5781.146036807683,346.0461687384281,9.432260513305664,12.968051831919285,-260.3713073730469,68.25678253173828,0.3953135907649994,0.461422711610794,0.16541296243667603,-0.0059321451101073,0.07541636377573013,117.45383522727272,8.7978515625,74.50518798828125,250.68209838867188,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_213.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_298.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_298_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0030749395955353,-50.24326794022997,0.164215087890625,0.24173662870586277,0.0965480729937553,6404.4603035690225,1866.29500906596,10624.304532655313,3531.7004529664955,0.0106707960367202,0.017885785549879,4439.271283908796,1175.1246222634545,9.531865119934082,21.388224218210766,-644.6812133789062,8.257684707641602,0.2344947308301925,0.2985400557518005,0.2925786077976227,0.0036019871141425,0.10748012363910675,123.046875,3.502734375,30.826335906982422,20.754377365112305,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_298.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_273.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_273_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0290687195956707,-30.73148191797988,0.999969482421875,0.23770285955196535,5.806110858917236,6892.697573752343,488.3659049991247,11884.204931087608,684.566847886629,0.1291277855634689,0.0342358909547328,5290.392507723811,149.31549228132192,9.546207427978516,12.988746292216362,-180.14212036132812,57.74877548217773,0.3482055962085724,0.4743005633354187,0.14378085732460022,-0.0012846718050391,1.7973002195358276,123.046875,6.2015625,35.029388427734375,658.6429443359375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_273.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_507.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_507_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0814440622925758,-21.78281144113905,0.999969482421875,0.24125615475099935,46.47412490844727,6935.1089067044295,391.4113209174279,11909.61152851224,510.9652634346518,0.1324384808540344,0.0296094547957181,5260.190561123307,158.90098031923537,9.515019416809082,13.272897602026378,-80.46424102783203,55.609375,0.4118970036506653,0.5219687223434448,0.16582660377025604,-0.0196326167357951,1.14892578125,123.046875,11.771484374999998,18.158470153808594,5203.33349609375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_507.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_355.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_355_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0907636657357215,-20.84175943598124,0.999969482421875,0.1975993868670886,57.92399215698242,6221.1675405324395,464.4673701297133,11470.009967313455,541.446963687596,0.1185555458068847,0.0258861593902111,5205.871476744578,179.1871323038866,9.371599197387695,13.638238391984288,-67.40280151367188,61.52550506591797,0.5183611512184143,0.5370025634765625,0.17264112830162048,0.0014641642735848,1.4419496059417725,129.19921875,7.637109375,15.038591384887695,6502.86767578125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_355.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_153.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_153_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0735949724912643,-22.663037042175485,0.999969482421875,0.23020069953364425,46.14820861816406,7171.830179201668,433.7964434177405,12813.66175804672,851.4425869302507,0.0942315310239791,0.031381856650114,5874.616850014612,350.09142740742874,9.350257873535156,13.490661835337065,-100.61119842529295,73.06364440917969,0.3495873212814331,0.4624193608760834,0.18944163620471954,-0.0096988958784929,1.8124014139175415,123.046875,6.890624999999999,17.27870750427246,4261.81787109375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_153.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_557.wav,desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_557_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0019338027341291,-54.27175615226618,0.489044189453125,0.26987245438526053,0.0768452957272529,7065.474140411298,2196.676231873901,11645.528201117506,3573.2463138559715,0.0123696718364954,0.0184974391013383,4672.784990320376,1024.4906653124312,9.362733840942383,20.808126730360847,-647.16259765625,6.674919605255127,0.2603312134742737,0.3037185668945312,0.29505446553230286,0.0018827610500007,0.006590122357010841,123.046875,2.2763671875,93.60436248779297,20.323524475097656,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_557.wav
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_079.wav,sin_desgaste,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_079_mel.npy,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0040727471932768,-47.80225072555816,0.264373779296875,0.25606887075283147,0.2502442300319671,6633.0679560816125,2703.993267014496,10663.75577089232,4458.982678150115,0.0082352804020047,0.013295229524374,4401.037236536392,1401.8782680751387,9.516742706298828,21.675706375528378,-626.877685546875,16.539417266845703,0.2964780628681183,0.3034330606460571,0.2916158437728882,0.0059140965154754,0.35252177715301514,112.34714673913044,6.948046874999999,37.371864318847656,31.614578247070312,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_079.wav
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_101.wav,medianamente_desgastado,train,original,condensador,E4,D:\dataset\mels\medianamente_desgastado\broca_6_2_101_mel.npy,Con falla/6mm_A100/E2_Micrófono2 (condensador),,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0788400471210479,-22.065062485458583,0.999969482421875,0.19867679359593604,55.95265579223633,6961.490412175687,407.0568864597609,12825.210211421552,934.61806320668,0.083833061158657,0.0275788381695747,5902.4360606034015,346.0901012739899,9.274856567382812,13.700838485284446,-99.09041595458984,74.13932037353516,0.2232526093721389,0.3551073968410492,0.20388859510421753,-0.0204178498063338,1.7576619386672974,129.19921875,11.025,19.086503982543945,4905.6875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_101.wav
